UserName,Password,deviceId,deviceType,deviceModel,deviceManufacture,deviceOsversion,deviceToken,appVersion
texttest@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
test22@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
test33@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg2test@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nex2@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg3@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg23@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg24@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg25@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg26@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg27@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg28@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg29@gmail.com,Test@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg30@gmail.com,Test1@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg31@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg32@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg33@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg34@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg35@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg36@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg37@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg38@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg39@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg40@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg41@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg42@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg43@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg44@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg45@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg48@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg49@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg50@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg51@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg52@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg53@gmail.com,Test2@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg56@gmail.com,Test24@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg58@gmail.com,Test22@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
nexg60@gmail.com,Test25@1234,7ea14bdea44361c0,1,sdk_gphone64_x86_64,Google,14,dhkKTlf6TkWtrj6EPMGh1V:APA91bEBiKA4suMmC9yB645Neo5_XKCguEkJlnrTPI2cTWZLh98txYUxplnwJJkzDPtTwDell8-asTBZxAM9WQEadwQ3ypLvS2GiJfoMimFQw3sCNctaEv0nvL7s1Y2iQo7XZeUKk-vh,2.09
